surname ,name ,Sender_account,Receiver_account,Transaction_amount,Old Balance,NewBalance,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,FraudResult,"Laundering_type,"
Chavez,Erin,3767006545,1323517665,9329.42,101554,92224.58,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
Chavez,Erin,5303255200,7772352930,30498.15,34767,4268.85,Kwacha ,US dollar,Switzerland,ZIM,Cross-border,1,"Structuring,"
Chavez,Erin,5381681938,1307301058,3849.48,99474,95624.52,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Fan_Out,"
Chavez,Erin,7421451752,9906229651,871.51,43633,42761.49,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Fan_Out,"
CHAWA,Frank,7980880122,1133596127,11607.47,36616,25008.53,us dollar,US dollar,ZIM,ZIM,Cash Deposit,0,"Normal_Cash_Deposits,"
Chawarura,LACKSON,287305149,4404767002,94562.65,11513470.83,11608033.48,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Small_Fan_Out,"
Chawota,LETWIN,297935499,1665774528,86622.87,12171458.07,12258080.94,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Structuring,"
CHAYAMBUKA,Gary,7986479831,5124301835,10293.57,20379,10085.43,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Small_Fan_Out,"
CHAYAMBUKA,Elizabeth,7989112306,6156471558,4683.45,21459,16775.55,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Small_Fan_Out,"
Chaza,FAITH,305103818,209742673,4157.98,11763,7605.02,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Structuring,"
CHAZARIRA,Michelle,7989888688,9562274039,12800.99,20426,7625.01,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Deposit-Send,"
CHEMURA,David,7998453354,9600841582,10244.35,128973,118728.65,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Small_Fan_Out,"
CHENJEBVU,Donald,8043574339,4030626864,7079.24,13878.66,6799.42,us dollar,US dollar,ZIM,ZIM,Cash Deposit,0,"Normal_Cash_Deposits,"
Chiandana,KUDAKWASHE FELIX,346811235,4723035903,170947.7,12271831.33,12442779.02,Kwacha,US dollar,Morocco,zim,Cross-border,1,"Structuring,"
Chibamu,TENDAI,367406203,4481201444,443.12,678,234.88,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Group,"
Chibanda,TALENT,374414130,3220735304,149112.44,30564,179676.44,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Fan_In,"
Chibange,RUMBIDZAI CLEOPATRA,374800744,6901658162,2538.56,5712,3173.44,us dollar,US dollar,ZIM,ZIM,Cash Deposit,0,"Normal_Cash_Deposits,"
CHIBANGO,Whitney,8047909179,2584568182,790.39,11645,10854.61,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Periodical,"
Chibaya,WENDY NYASHA,385482166,8852169475,4195.62,9088,4892.38,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,0,"Normal_Cash_Withdrawal,"
Chibhebhe,NYASHA,389024076,5896843637,51333.07,5060,56393.07,us dollar,Rands,ZIM,ZIM,Credit card,1,"Stacked Bipartite,"
Chibune,FORTUNATE,389024076,6771036247,128484.02,11946,140430.02,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Stacked Bipartite,"
Chichetu,Godknows Anesu,389024076,7998453354,111188.4,10026,121214.4,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Stacked Bipartite,"
CHICHEWO,William,8057793308,9350896213,25625.94,97618.85,71992.91,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Small_Fan_Out,"
Chichiri,ANESUISHE,389024076,6469485685,100645.03,10912565.62,11013210.65,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Stacked Bipartite,"
Chida,NGONIDZASHE MATTHEW,390237565,1393803286,3098.49,6981,3882.51,us dollar,kwacha,ZIM,ZIM,ACH,1,"Stacked Bipartite,"
Chidamba,SCHELFA,390237565,8779905731,174227.37,144,174371.37,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Stacked Bipartite,"
Chidau,LOVENESS,390237565,3220990583,465428.31,1873,467301.31,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Stacked Bipartite,"
CHIDEMBO,Stephanie,8060121943,3836618463,8909.63,9924,1014.37,us dollar,US dollar,ZIM,ZIM,ACH,1,"Deposit-Send,"
Chidewu,PORTIA,398847987,6953672776,342763.74,10920712.33,11263476.08,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_In,"
Chidharara,TENDAI SHARON,401330285,2058371508,10541.98,12332,1790.02,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Fan_In,"
Chiduku,TAPIWANASHE,403526894,6278554025,321819.84,12061813.52,12383633.35,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Behavioural_Change_1,"
Chidzero,TARISAI NAUME,403526894,6340811554,146800.1,10961756.07,11108556.17,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Behavioural_Change_1,"
Chidzidzi,NICOLE TARUMBIDZWA,403526894,550795603,20915.1,11605409.98,11626325.09,US dollar,US dollar,ZIM,ZIM,Credit card,1,"Behavioural_Change_1,"
Chidzikwe,SHAWN MUDARE,403526894,6693267080,147242.28,12273096.63,12420338.91,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Behavioural_Change_1,"
CHIDZIVA,Vincent,8066286852,2367741630,11954.97,21789,9834.03,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Group,"
CHIFAMBA,Ronald,5939286319,8327388411,16427.31,297956.68,281529.37,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
CHIFUSIRA,Johnny,8078880434,5644818249,12939.1,30087,17147.9,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Layered_Fan_Out,"
CHIGODO,Frank,5376652437,9600420220,7515.48,73252,65736.52,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Fan_In,"
CHIGODO,Tyler,8078880434,8618176711,23111.52,52933,29821.48,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Layered_Fan_Out,"
CHIGODO,Francisco,8078880434,9353516901,4632.68,396904.27,392271.59,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Layered_Fan_Out,"
CHIGOGWANA,Jason,8078880434,9653743841,10960.48,20145,9184.52,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Layered_Fan_Out,"
CHIGOVA,Craig,8078880434,4014748430,1360.54,11682,10321.46,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Layered_Fan_Out,"
CHIGWEDERE,Jenna,6516739348,3787011727,2536.69,67111.65,64574.96,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Small_Fan_Out,"
CHIHORA,Stanley,8093648634,2987279234,13216.59,101428,88211.41,Pula,US dollar,Albania,ZIM,Cross-border,1,"Structuring,"
CHIJUMANE,William,8121014003,1316458123,9314.84,104536,95221.16,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_In,"
CHIKATA,Megan,2875874575,7862289914,1207.5,21593,20385.5,us dollar,US dollar,ZIM,zim,Cross-border,1,"Deposit-Send,"
CHIKATA,Mackenzie,8121014003,1316458123,324.51,30779,30454.49,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_In,"
CHIKIDE,Kimberly,8121014003,1316458123,797.07,30072,29274.93,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_In,"
CHIKODZE,Carlos,8121014003,1316458123,23158.95,24560,1401.05,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_In,"
CHIKOPO,Derrick,8123264131,459201377,8001.05,11993,3991.95,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Structuring,"
CHIKWENHURE,Stephen,8162764828,3564837690,1529.58,2227,697.42,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Cycle,"
CHIMBANDE,Richard,8173768999,4851883208,225.61,63500,63274.39,rands,US dollar,ZIM,ZIM,Cheque,1,"Layered_Fan_In,"
CHIMBARANGE,Rachel,8173768999,2818523910,464.12,21044,20579.88,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Layered_Fan_In,"
CHIMBOZA,Dawn,8176672843,2477514279,15856.72,21212,5355.28,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Deposit-Send,"
CHIMUKUPETE,Daniel,8184612956,5628674969,5577.8,113077.69,107499.88,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Fan_In,"
CHIMURIWO,Kristina,8188003704,6983898031,3389.38,70475,67085.62,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Small_Fan_Out,"
CHINOBVA,David,8200413331,9958407914,10794.7,11251,456.3,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Fan_In,"
CHIPFUWA,Laura,6116657264,1672288255,2309.28,11301,8991.72,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Fan_Out,"
CHIRIMO,Erika,7348501127,7627772980,14575.58,19609,5033.42,us dollar,Rands,ZIM,ZIM,ACH,1,"Layered_Fan_Out,"
CHISAHWIRA,Daniel,3486760473,8468601858,9374.72,21064,11689.28,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Small_Fan_Out,"
CHISAYA,Jennifer,3316762002,6985374793,3128.6,20990,17861.4,us dollar,US dollar,ZIM,ZIM,ACH,1,"Structuring,"
CHITAMBO,FRANCISCA,981012391,735592507,100777.9,11243923.8,11344701.7,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Fan_Out,"
CHITORO,Bethany,3336234389,6953672776,6998.83,10973,3974.17,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_In,"
CHIVANGA,James,5589395940,1927473362,8980.18,11528,2547.82,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Fan_Out,"
CHIWANDIRE,OBERT ANESU,550897426,4370757313,4971.61,11308463.49,11313435.1,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Mutual,"
CHIWANZA,Jonathan,6658116904,6771036247,2382.11,38461.05,36078.93,us dollar,US dollar,ZIM,ZIM,ACH,1,"Stacked Bipartite,"
CHIWARA,Jennifer,5616726077,8430816457,22580.6,52937,30356.4,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Gather-Scatter,"
Chiweshe,Elizabeth,9634559331,8020264563,10457.9,11129,671.1,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
Chung,Carlos,4808614002,7669085919,18541.02,36993,18451.98,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Group,"
Clark,Sarah,3580186202,448565705,4294.42,10595,6300.58,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Fan_In,"
Clark,Teresa,5531320907,1874873588,8940.52,10496,1555.48,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Small_Fan_Out,"
Clark,Marissa,6904668523,9408376441,4678.55,20478,15799.45,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Fan_Out,"
Clark,Sarah,7758268667,9940921949,27334.38,52047.92,24713.54,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Fan_Out,"
Cohen,Monica,4177861783,1316458123,3901.42,49905,46003.58,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_In,"
Cohen,Monica,7126377043,1813079910,3051.76,236272,233220.24,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Deposit-Send,"
Cohen,Monica,7421451752,2755709071,7379.49,31242,23862.51,Rands,US dollar,ZIM,ZIM,Credit card,0,"Normal_Fan_Out,"
Collins,Lisa,6855720762,8201057754,62278.35,72788,10509.65,us dollar,US dollar,ZIM,ZIM,ACH,1,"Stacked Bipartite,"
Colon,Alan,6116657264,7749320382,838.08,164989,164150.92,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Fan_Out,"
Colon,Alan,6742623852,551907699,17624.57,29749,12124.43,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Periodical,"
Conway,Tracy,5262095561,927895922,4096.71,34479,30382.29,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
Cook,Ryan,4827744909,6890773508,16686.2,29575.75,12889.56,Pula,US dollar,ZIM,ZIM,ACH,1,"Structuring,"
Cooper,James,3582202830,7930477918,24101.85,52951,28849.15,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Small_Fan_Out,"
Cooper,James,3758118046,6081504025,16412.63,25480,9067.37,us dollar,US dollar,ZIM,ZIM,Cross-border,1,"Behavioural_Change_2,"
Cox,Brittany,3979625953,5869654043,18439.05,20640,2200.95,us dollar,Rands,ZIM,ZIM,Cheque,1,"Stacked Bipartite,"
Cross,Thomas,3808941319,6283707826,23.37,5189,5165.63,us dollar,US dollar,ZIM,ZIM,Cash Deposit,0,"Normal_Cash_Deposits,"
Cross,Sarah,6469356325,3001717656,9462.73,21354,11891.27,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Gather-Scatter,"
Cruz,Andrea,3046750994,5709569908,5590.72,19869,14278.28,Kwacha ,US dollar,USA,ZIM,Cross-border,1,"Structuring,"
Cruz,Ashley,3556481259,5019320065,7677.73,92385,84707.27,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
Cruz,Ashley,3556481259,5019320065,26525.96,79660,53134.04,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
Cruz,Ashley,4755772092,7092971860,4929.68,11252,6322.32,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Group,"
Cruz,Andrea,6016933486,9958407914,13782.21,15410,1627.79,us dollar,US dollar,ZIM,ZIM,ACH,1,"Fan_In,"
Cummings,Stephanie,7155502273,7535520218,3719.39,10595,6875.61,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Structuring,"
Curry,Jacqueline,7169204954,9958407914,3177.01,41594,38416.99,us dollar,US dollar,ZIM,ZIM,ACH,1,"Fan_In,"
Curry,Jacqueline,7405641281,4490119082,9150.78,11260,2109.22,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Fan_Out,"
Curry,Jacqueline,7796306006,1757764863,10421.18,160520,150098.82,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Structuring,"
Curry,Jacqueline,9218114986,4238581262,12256.66,20800,8543.34,us dollar,US dollar,ZIM,ZIM,ACH,1,"Fan_In,"
Curtis,TAFADZWA,927503944,7951108994,78974.96,11749619.46,11828594.42,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Structuring,"
Curtis,Margaret,6375216043,3466136919,8214.04,24944,16729.96,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Small_Fan_Out,"
Dambudzo,Gregory,9636503689,1386678822,3218.32,40241,37022.68,us dollar,US dollar,Russia,ZIM,Debit card,0,"Normal_Small_Fan_Out,"
Daniels,Rachel,3967122805,1493436023,12481,20640,8159,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Fan_In,"
Daniels,Warren,6318099591,209742673,9627.9,24536,14908.1,US dollar,US dollar,ZIM,ZIM,ACH,1,"Structuring,"
DAPETHA,Jennifer,7143169330,7509313232,845.59,201071,200225.41,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Small_Fan_Out,"
Davis,KUNDAI,604317393,7856837871,189274.14,10666860.55,10856134.68,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Structuring,"
Davis,MAKANAKA EMILIA,945826537,7223560656,186371.14,12594485.41,12780856.55,us dollar,US dollar,ZIM,ZIM,Cash Deposit,0,"Normal_Cash_Deposits,"
Davis,Valerie,2659417884,2342891122,5504.59,1753763.89,1748259.3,us dollar,US dollar,ZIM,ZIM,ACH,1,"Stacked Bipartite,"
Davis,Christine,3287543980,5297267637,13604.99,22691,9086.01,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Small_Fan_Out,"
Davis,Joseph,3386219618,7223756670,8217.48,14843,6625.52,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,0,"Normal_Cash_Withdrawal,"
Davis,Tammy,3405863613,209742673,29260.03,52115,22854.97,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Structuring,"
Davis,Linda,3427594465,7535520218,4178.46,52289,48110.54,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Structuring,"
Davis,Jackie,3563438570,2044775955,8728.43,21156,12427.57,us dollar,US dollar,Botswana,ZIM,Credit card,0,"Normal_Small_Fan_Out,"
Davis,Valerie,3776976361,8774487578,2969.6,30792,27822.4,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Small_Fan_Out,"
Davis,Tanner,3895306575,4810948357,8113.07,10826,2712.93,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
Davis,Linda,4773187916,5906130213,11894.84,17894.8,5999.95,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Small_Fan_Out,"
Davis,Linda,5047305009,7370342243,3644.98,10011,6366.02,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Single_large,"
Davis,Linda,5166051713,4007288126,14117.7,61723,47605.3,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Structuring,"
Davis,Tammy,6073085666,4851883208,12122.84,115096.05,102973.21,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Layered_Fan_In,"
Davis,Valerie,6116657264,224176497,4596.4,14766,10169.6,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Fan_Out,"
Davis,Donna,6381030298,9553458659,2279.48,5537,3257.52,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
Davis,Valerie,6630041445,1316458123,22903.55,29836,6932.45,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_In,"
Dawson,Jacob,3239906443,9148149897,6230.44,20880,14649.56,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Layered_Fan_Out,"
Dawson,Jacob,3895306575,4810948357,6088.43,51420,45331.57,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
Dawson,Jacob,5316774430,4361238172,8281.57,257733.62,249452.05,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
Delacruz,Phillip,4548607254,1060451637,10379.52,21506,11126.48,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Small_Fan_Out,"
Delacruz,Phillip,9624361621,4331748190,7656.3,20116,12459.7,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
DENDE,Matthew,8331196922,7390946087,225.32,42064,41838.68,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Small_Fan_Out,"
DENGE,Jennifer,8341412096,5109623450,5342.51,10482,5139.49,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Fan_In,"
DEWERA,Jennifer,3139337800,8817936053,1442.11,49828,48385.89,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Foward,"
DHEWA,Jeffrey,8365941229,6444220418,2659.61,21220,18560.39,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Fan_In,"
Diaz,Mary,3001717656,3728787599,457.98,27893,27435.02,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Gather-Scatter,"
Diaz,Mary,4729216950,4816063555,6651.15,11946,5294.85,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Cycle,"
Diaz,Mary,7147448786,5557620276,7883.75,25114.55,17230.8,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
Dickerson,Tanya,6216316627,5466123934,22907.06,81948,59040.94,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Fan_In,"
Dickerson,Tanya,9624361621,4331748190,27494.69,159069,131574.31,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
Dillon,Carol,6771036247,8529417538,1617.85,5094,3476.15,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Stacked Bipartite,"
DINYERO,Bobby,8372035568,4270865741,129484.36,220676,91191.64,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Fan_In,"
DITIMA,Kyle,8379256821,7772352930,566.49,49692,49125.51,pula,Rands,Pakistan,ZIM,Cross-border,1,"Structuring,"
DOMASI,Erica,8389148416,721717864,5886.25,29735.29,23849.03,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Fan_Out,"
DONDO,Melissa,8389148416,7417876118,2261.94,11348,9086.06,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Fan_Out,"
DORO,Lauren,8389148416,1363901484,2330.64,203543,201212.36,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Fan_Out,"
Drake,Robert,3767006545,1323517665,5204.2,94612.96,89408.76,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
Drake,Robert,4874746643,1869412992,12371.64,22435,10063.36,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Small_Fan_Out,"
Drake,Robert,9186785530,6123421761,676.35,31183,30506.65,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Structuring,"
Duarte,Martin,4928880336,1082642344,9995.81,11154,1158.19,Yen,US dollar,Japan,ZIM,Cross-border,1,"Layered_Fan_In,"
DUBE,Robert,5021785800,737679962,15867.87,59428,43560.13,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Fan_Out,"
DUBE,Paul,8390804769,4702710189,2101,21388,19287,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Small_Fan_Out,"
DUBE,David,8393076103,1316458123,3593.76,49733,46139.24,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_In,"
Dudzai,Gina,9649321106,5109623450,4092.97,72566,68473.03,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Fan_In,"
DUMBA,Thomas,8393076103,1316458123,13186.06,21164,7977.94,us dollar,US dollar,ZIM,ZIM,Cross-border,0,"Normal_Fan_In,"
DUNCAN,Erica,8394329540,5334788886,4197.54,5000,802.46,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
DZAPASI,Justin,8394329540,5334788886,1556.12,10704,9147.88,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
DZENGA,Lisa,8394329540,5334788886,4772.27,21304,16531.73,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
DZERE,Willie,8394329540,5334788886,12569.87,19807,7237.13,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
DZIRIPI,Joe,8394329540,5334788886,648.31,981,332.69,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
DZIVA,Amanda,8405472205,8184833329,10659.13,13155.47,2496.33,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Small_Fan_Out,"
DZUMBUNU,Richard,8410434333,8518184956,12692.77,392048.42,379355.65,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Fan_In,"
DZVUKE,Barbara,8410434333,8518184956,3358.45,11591,8232.55,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Fan_In,"
Edwards,Kenneth,3002136616,6644790956,4959.36,18836,13876.64,us dollar,US dollar,ZIM,ZIM,Debit card,1,"Structuring,"
Edwards,Kenneth,4310198050,9414313929,5745.53,21032,15286.47,us dollar,US dollar,ZIM,ZIM,Cheque,1,"Layered_Fan_Out,"
ELIAS,Audrey,5954326854,4953598016,842.33,5382,4539.67,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,0,"Normal_Cash_Withdrawal,"
Elliott,Kevin,2783073273,6644790956,5618.14,11097,5478.86,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Structuring,"
Elliott,Jeff,3742406978,2329119204,6111.74,11665,5553.26,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Small_Fan_Out,"
Erickson,Rebecca,3408609602,448565705,59832.41,145506,85673.59,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Fan_In,"
Erickson,Rebecca,3895306575,4810948357,150.28,1418,1267.72,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
Erickson,Rebecca,7669236826,375015805,2338.05,81955,79616.95,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Fan_Out,"
Erickson,David,9586816158,1708796825,248495.72,1281922.04,1033426.33,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
Escobar,Daniel,7738921363,1885604875,4528.17,10637,6108.83,us dollar,US dollar,ZIM,ZIM,Debit card,0,"Normal_Small_Fan_Out,"
Estrada,Paula,7608868553,9958407914,1738.17,30766,29027.83,us dollar,US dollar,ZIM,ZIM,ACH,1,"Fan_In,"
Evans,Robert,3345407297,2189418125,1325.64,21260,19934.36,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Small_Fan_Out,"
Evans,Danielle,4082552798,4173195094,5970.28,10224,4253.72,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Fan_In,"
Evans,Danielle,6860797177,5129661746,11611.66,42966.33,31354.67,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
Evans,Donald,7089896363,2248766608,1958.03,60156.29,58198.26,us dollar,US dollar,ZIM,ZIM,ACH,1,"Structuring,"
Evans,Danielle,8258031445,2058371508,4091.55,7089,2997.45,Kwacha ,US dollar,ZIM,ZIM,Debit card,1,"Fan_In,"
Everett,David,4675771219,2697605096,216007.53,1024825.54,808818.01,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Cycle,"
FARANANDO,Dustin,8411678470,3737860098,1221.69,52332,51110.31,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,0,"Normal_Cash_Withdrawal,"
Farley,Rebecca,5151780757,1640969510,7852.4,21367,13514.6,Pula,US dollar,ZIM,ZIM,Cheque,1,"Bipartite,"
Farrell,Samuel,3504241495,246684240,40250.13,52115,11864.87,us dollar,US dollar,ZIM,ZIM,Cheque,0,"Normal_Small_Fan_Out,"
Fernandez,Megan,3596030501,1416418992,14904.01,50413,35508.99,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Deposit-Send,"
Fernandez,Megan,8325875500,5933921727,4562.21,78739.89,74177.67,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Fan_Out,"
Fisher,Michael,3467662092,3524273140,3139.18,50471,47331.82,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,0,"Normal_Cash_Withdrawal,"
Fisher,Louis,3767006545,1323517665,10364.62,20818,10453.38,us dollar,US dollar,ZIM,ZIM,Cash Deposit,1,"Smurfing,"
Fisher,Deborah,9607355537,9327143116,3630.33,11301,7670.67,us dollar,US dollar,ZIM,ZIM,ACH,0,"Normal_Small_Fan_Out,"
Fitzgerald,Amanda,4971910641,3239906443,18937.74,20932,1994.26,us dollar,US dollar,ZIM,ZIM,Credit card,1,"Layered_Fan_Out,"
Fitzgerald,William,9624361621,4331748190,560.24,1067,506.76,us dollar,US dollar,ZIM,ZIM,Cash Withdrawal,1,"Cash_Withdrawal,"
Fitzpatrick,Lisa,7501327339,8617863283,1253.6,10861,9607.4,us dollar,US dollar,ZIM,ZIM,Credit card,0,"Normal_Fan_Out,"
